review,vibe
드레싱의 맛도 거의 안 느껴지고 연어도 살짝 비렸어요 다시 방문하지는 않을 맛 ,
여기서 친구를 만났어요,
포테이토 강추합니다,
일단 맛있구요이게 제일 중요하니까 직원분들 너무 친절하고 인사가 귀여워요 자리에 앉으면 장발이신분들 머리 묶으라고 머리끈도 준비되어있구 서비스로 감자튀김이나 입가심용 야구르트같은것들 준비해주시더라구요 맛과 서비스에 두번 만족하고 갑니다 ,
두명이서 2원도 안하는 금액으로 맛있고 배부르게 식사할 수 있는곳이다,
전을 중심으로한 술집 풍성하면서 바삭한 부침 좋아하시면 괜찮은 가게입니다,
"파스타 또한 흠잡을 수 없는 면의 탄력과 간은 물론이고 그안에들어가는 버섯과 해산물, 소스와의 조화가 아름다웠습니다",
홍대 근처 김치찜 집 찾아보다가 후기 좋아서 갔더니 김치찜 시킨지 5분만에 나와서 끓이고 먹을려고 했는데 재탕을 한건지 김치찜에 참치들이 둥둥 떠다니고 국물에서 비린내가 너무 나더라구요,
홍대역 근처 고깃집,
김치찌개와 찜이 맛있다,
제 기준에선 짠 정도가 선 넘어서 물 좀 먹었네요,
브런치 맛있게 먹었지요,
다만 가격이 조금 있는 것 같네요,
정갈한 반상을 맛볼수 있다,
맛있긴한데,
"하이디라오 홍대점을 오랜만에 방문했습니다 훠궈는 역시 하이디라오 코로나로 인해 네일아트나 구두닦이같은 서비스는 사라졌지만 아이스크림과 음료수, 팝콘을 가져다먹을 수 있습니다",
치킨난반정식도 매우 맛있음,
일본에서는 너무 덜 매운 맛을 주문하여 좀 더 매운 맛으로 5단계4단계야채카레와 닭꼬치 카레를 주문하였습니다,
돈지루,
반찬 구성 하나하나에 신경을 쓴 듯해서 식사를 하는 것만으로도 기분이 좋아진다,
가격대비 양이 살짝 아쉬움 그렇지만 샐러드는 신선해서 다행이였어요 계란 추가 1000원 건강한 메뉴인데 계단이 허름해서 올라가면서 살짝 망설였음 샌드위치는 반숙 계란이 들어가 있어서 소스 처럼 부드럽게 먹을 수 있어서 좋았어요 음료가 건강식이여서 좋은데 세트 메뉴가 있었으면 좋겠어요 음료가 너무 비싸요,
매운유니짜장이 맛있다 양은 좀 적은편,
진짜 일본인 종업원들이 일하는 진짜 일본 가정식집,
좌석이 많지 않지만 브런치 카페로 좋고 초저녁에 가도 괜찮은곳,
기본 양이 약간 적은듯 하니 참고하세요,
매장이 넓지 않아 56명 정도의 소모임을 하기 적합한 식당입니다,
개인 취향이나 함께한 일행의 성격에 따라 다르지만 일인당 한 그릇씩 따로 주문할 수도 있고 여러 명이서 한 그릇으로 주문할 수도 있습니다,
"평소 일본에서도 후또멘두꺼운면을 선호하기에, 돈코츠쇼유 스프에 후또멘을 선택",
맛난 음식,
쯔유는 그럭저럭,
고기 질이 좋고 퀴노아가 들어가서 식감이 재밌음,
개인적으로 자주가는 홍대 라멘집이 있지만 동생들의 추천으로 알게된 곳,
1인 2라멘,
마포구에 유독 내공 깊은 냉면 집이 많습니다 그 중 덜 알려진 상원냉면 홍대입구역 9번 출구쪽 팰리스 건물 지하1층 음식백화점에 위치해서 냉면이 어떨까 싶지만 냉면 매니아 뿐 아니라 평냉 초심자에게도 잘 어울리듯한 맛입니다 사장님의 친절함은 덤 냉면 좋아하시는 분들 꼭 방문해보세요 평일 35시까지는 브레이크 타임 평일 저녁 9시까지 영업합니다 토요일은 530까지,
부분은 치즈 나초를 제외하고 일반적으로 작습니다,
파스타와 샐러드 만족하며 맛있게 먹은곳,
특히 닭고기가 허벅지살까지 가득들어있어서 고기 먹는 기분이 많이이 납니다,
끝내주는 야키부타 꼬치구이집,
진한 돼지 육수를 쓴다고는 하지만 돼지잡내가 나네요,
그리고 매콤한 양넘 소스가 매력적이에요 분짜소스에 취킨이랑 밥 비벼먹음 진심 맛있습니다,
수타면이라 면이 굵어서 양념에 잘 안배는 짜장면 꿔바러우나 다른 건 괜찮아요 배달을 안하는 중국집으로 처음에 주인하고 지금 운영하는 분이 바뀌긴 했어요 연남동에서 연희동 가는 쪽에는 중국집이 많은 편인데 홍대역 쪽으로는 많지 않아서 가끔 갑니다,
이런,
모든 테이블이 불을 쓰기 때문에 기본적으로 덥고 너무 습함,
라고 생각하지만,
국물은 진하다기 보다는 깔끔한 맛 입니다 맛은 있으나 이 가격으로 먹기에는 조금 아쉽습니다,
이렇게 맛있는 우동과 닭튀김을 이 가격에 먹어도 되나 싶을 정도,
필수,
"눈꽃살치와 눈꽃등심이 입안에서 사라지는 게 너무 아쉬워요 혼자서 고기 3인분에 된장찌개공깃밥 까지 먹어야 배부른 건, 나 뿐일까",
가격대비 양이 너무 적어요,
좋은 음식과 좋은 서비스 감사합니다,
그리고 비싼만큼 서비스도 친절하다,
직원들 서비스 마인드는 최악입니다 30분이 지나도 잘 안끓어서 컴플래인했더니 남자직원이 오히려 화내네요,
딘타이펑과 대만에서 맛봤던 샤오롱바오에 대한 인상이 중국식만두에 대한 전부임,
일요일 저녁 식사 하기 딱 좋았어요,
양장피와 전가복 시켰는데 둘다 참 맛있었습니다,
조용하고 스테이크가 맛있음,
시그니처라는 꿀딸리요와 리코타 치즈 팬케익을 주문하였습니다,
나름 독창성을 뽐내는 치킨 메뉴가 있지만 엄청나게 특별하지는 않습니다,
저렴하진 않지만 깨끗하고 괜찮은 일식 꼬치구이집,
우선 너무너무 지저분해요,
매달 메뉴가 바뀌는데 밑반찬 하나하나 신경 많이쓰신듯 다 맛있네요 ,
연탄불고기는 역시 새마을식당 김치찌개도 역시 새마을식당 김치찌개랑 같이 나오는 밥에다가 같이주는 김가루 넣고 김치찌개랑 비벼먹으면 엄청 맛있어요 생각나서 찾아오게되는 맛이에요,
"그냥 잘 구운 홈메이드 팬케이크 같은데 이게 구워보신 분들은 아주 조금만 불조절, 시간조절 잘못해도 만들기 힘든 맛이라는걸 아실겁니다",
둘 다 맛없었네요,
쇼유라멘이 메인이지만 개인적으로 돈코츠라멘이 더 마음에 듦,
그러나 종업원들은 호불호가 있겠지만 확실히 친절하고 원하는 데로 대응해 주었음,
가격이 인당 2만원정도 합니다 이가격이라면 차라리 에슐리를 갈래요,
음식을 미리 준비하지 않고 하나하나 즉석에서 만들어 주기 때문에 요리의 단위가 큰건 감안해야 할것 같네요,
돈설은 귀여운 돼지랑 프랜치키스하는 맛,
수제 햄버그 첨 먹어봤는데 쵝오네용,
대신 조금 식사시간은 여유롭게 잡고 가시는게 좋아요 주문과 함께 바로 조리하기 때문에 20분정도 소요된다고 안내되어있었어요,
국물이 정말 맛있어요,
먹거리 파일 착한 치킨 집,
수란파스타 너무맛있어요 수비드항정살이랑 연어였나 생선 스테이크는 그저 그랬어요 분위기도 좋고 친절했어요,
정말 맛나는 프랑스 음식,
"어떤 날엔 대기 중에 비가 와서 추위 속에서 기다렸는데, 정말 행복하게 먹긴했지만, 그담날에 아팠다",
기본에 충실한 것 같으면서도 무언가 특이점이 오는 게 있다,
가격이 좀 잇는 편이지만 재료가 신선하고 푸짐해요,
다신 안갈거고 말리고싶네요,
오랜 전통과 함께 제대로된 중화음식 서비스가 준비된 곳입니다,
요새 어린 친구들 쓰는 것 같은데 제일 친절해야할 카운터조차 입장후 자리안내없고 무뚝뚝하네요,
개인적으로는 애슐리보다 훨 나아요,
만석인 이유가 있었어요,
다들 친절하시고 너무 맛있네요 추천합니다,
"인테리어와 분위기 5점 음식 3점보통 근데 손님이 그렇게 많지 않아, 음식의 신선도가 그렇게 높지는 않다",
24시간에 맛도 괜찮고 직원분들은 보통인편,
국물의 깊이는 오래 우린 듯 깊은 맛이 나지는 않으나 해초의 풍미와 감칠맛은 충분히 살아있음,
돈코츠는 사라지고 토리파이탄이 생김,
가미우동,
또 가게 된다면 다른 튀김도 먹어봐야겠다,
유명한 메뉴인데는 이유가 있었어요 다른 메뉴보다는 맛있는듯,
언제 찾아가도 실패하지 않는 가게 중 하나,
새로운 차원,
식감이 부드럽고 재료들의 조화가 좋으며 적당한 육즙에 기분이 좋아진다,
가격이 좀 있지만 먹어보면 만족스러움,
전통 일본식 메밀의 퀄리티 수준급,
일본 가본적은 없지만 일본현지의 맛을 느낄수있었다,
확실히 상해보다는 서비스도 맛도 떨어지지만 추억이 있어서 그런지 나는 맛있게 먹었는데 아마도 처음이자 마지막 방문이 될 것 같기도 하다,
특히 김치맛 개쩝니다,
샐러드바 메뉴도 다양했어요,
너무 맛있어요,
연남동 작은 골목에 숨어있는 일본라멘집 무메이,
아니 내가 돈내고 먹겠다는데 어이가없어서,
위치는 좋으나 기본 음식맛은 별로임,
맛있고 고기도 두툼하고 간도 딱맞내요,
요즘은 더더욱 배달주문 위주로 매장이 덜붐벼 좋습니다,
같이 간 동생은 순살보단 그냥 뼈있는 치킨 좋아하는데 이건 순살이었어요그래도 맛있었어요,
그리고 스테이크 크림파스타는 짠편,
맛도 가격도 서비스도 변치 않았으면 좋겠습니다,
음식은 안시켜서 맛평가는 불가 병음료 먹었습니다 모기2방 물려서 10월31일인데 모기약 발랐네요 모기향좀 피우세요,
맛도 없고 정성없어뵈는 반찬구성,
집게와 가위를 함께 주셔서 먹기 편해 더 만족스러웠다,
저희는 곧 볶음밥을 먹을거에요,
"김치찜, 부대찌개맛있음 이모님들 친절함 음식도빨리나옴 김치전골",
그 외 파스타도 너무 맛있어요 다만 가격이 좀 있는 편이라 학생들은 부담스러울 수도 있어요,
문제는 치즈를 썰어먹는 건지 펜케이크를 썰어먹는 건지 모를 정도로 치즈맛만 난다,
과카몰리를 안에 같이 넣어도 맛있고 그냥 과카몰리만 먹어도 맛있습니다,
홍대역과 가까운 편이고 약속장소 잡기 괜찮습니다,
"공간이 엄청 좁은것도 아닌데 노래소리도 시끄럽고 , 무언가 정신없는 라멘집",
특히 마르고 키작은 여성 종업원 분이랑 약간 쥐닮은 남성분 또 등치 좀 있으신 남성분 이 3분이 심합니다,
드래곤 면으로 선택했는데 조금 딱딱할 수도 있다는 안내를 받았습니다,
무조건 추천,
"특히 매니저 급으로 보이는 덩치크고 팔에 문신있는 남성분, 마스크좀 쓰시고 계산할때는 주머니에서 손 빼고 양손으로 받으세요",
특히 새우는 살이 툭툭 터지는 식감을느낄정도이다,
인스타 보고 찾아간만큼의 정도,
밥이 잘 부스러지지만 커버하고도 남는 퀄리티,
여기는 정말 맛있다,
"13000원대 정식먹었구요수육국밥 수육, 순대 수육과 순대는 불키고 뎁혀가면서 먹을 수 있어서 좋았습니다",
솔직히 맛없음,
굽는분 두분이 전수 받으시던데 그래서 조금 나오는 시간이 단축 되었던 것 같아요,
고기질은 괜찮은데 알바생 서비스가 그래요,
가격은 약간 비싼 느낌,
다만 서버분이 조금 반찬 접시를 던지듯 주셨어용,
"주문할때 마늘, 숙주, 파의 양을 선택할 수 있는데 모두 보통으로 했더니 마늘과 숙주가 넘 많아서 돈코츠라멘 특유의 맛을 느낄 수 없었음",
대기시간때문에 별 하나 뺀다,
서울 어디를 가도 이 가격 찾기 힘듭니다,
데이트나 소개팅 장소로도 좋더라구요,
손님이 많아서 웨이딩 없는 시간에 방문하는 것이 좋을 것 같아요,
"평범한 마라탕집 방문하는 손님들이 많아서 그런지 재료가 신선함 6000원 이상부터 주문가능 6000 , 6000 ",
흔하지않은맛인데 맛있고 깔끔해요,
여기서 짜장면 드실바에는 집에서 짜파게티 끓여먹는게 더 맛있을 겁니다,
밖에서 대기하고 테이블에 앉아서도 음식 나오느라 대기하고 대기대기대기에 짜증이 나다가도 팬케이크 한입 먹으면 세상이 핑크빛으로 물듭니당 꼭 드셔보십셔,
진한것이 훨씬 맛있딘,
홍대에서 적당한 가격에 먹을만한 피자 가게,
소고기는 구워먹든 튀겨먹든 어떻게 먹어도 맛있으니 이 집만의 특징이 있다라고는 생각하지 않는다,
개맛있게 먹었습니다 저어는 치킨난반이란걸 처음 먹어본건데 타르타르쏘오쓰가 겁나 많이 부어져 나와서 느끼할줄 알았는데 전혀 느끼하지 않았고 쏘오쓰에 겨란 흰자가 갈려져 있어서 쏘오쓰인데도 씹는맛을 느낄수 있어서 즐거운 식감이였읍니다 메인디쉬 말고도 그외 주변에 나오는 작은찬 중에 연드부로 추정되는것이 있었는데 비치되어있는 간장을 부어먹으니 정말 맛있었어요 그냥 먹지 말고 이렇게 부어서 잡솨보세요 장국과 밥 역시 더할나위없이 따뜻하고 맛있었는데 심지어 리필도 해줘서 감동해서 밥먹다 울었습니다 직원들도 친절했고 음식맛도 아주 좋아서 앞으로 자주 갈것같아요 히힝힝,
6시전에 가면 다음 예약손님 오기 전까지 테이블 쓸 수 있습니당 가격대는 1인 1만 7천원정도나 그 이상 생각하시면 되요 1년에 한 두 번 분위기 내러 오기 좋은듯,
"프랑스 가정식, 코지한 곳입니다",
마라소스,
가성비가 엄청나게 좋고 맛도 아주 좋다,
닭은 육즙이 많고 맛있었습니다,
깜빡하고 사진을 안찍었어요,
환경 홍대입구 경의선전철역에서 5분거리 위치하며 먹자골목으로 이동인구가 많고 다소 많음 테이블 11개로 구성되어 있음 사람이 금방풀 인원이 되고 여성이 좋아하는 스턀 2,
수프카레 전문점 맛있습니다 ,
예전에 맛이 안나요,
소바튀김도 사갈수 있어요,
